level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	771	1000	-1	
2	1	1	0	0	0	543	27	176	46	-1	
3	1	1	1	0	0	543	27	176	46	-1	
4	1	1	1	1	0	543	27	176	46	-1	
5	1	1	1	1	1	543	55	23	18	41.345219	a
5	1	1	1	1	2	640	27	79	34	26.227707	17Y%6O2
2	1	2	0	0	0	31	76	666	73	-1	
3	1	2	1	0	0	31	76	666	73	-1	
4	1	2	1	1	0	31	76	666	73	-1	
5	1	2	1	1	1	31	91	174	15	95.664497	INTERCONTINENTAL
5	1	2	1	1	2	218	91	129	16	95.664497	CONSULTANTS
5	1	2	1	1	3	360	92	126	16	96.310760	CORPORATION
5	1	2	1	1	4	538	76	159	73	80.959953	ICC
2	1	3	0	0	0	514	188	141	14	-1	
3	1	3	1	0	0	514	188	141	14	-1	
4	1	3	1	1	0	514	188	141	14	-1	
5	1	3	1	1	1	514	188	71	14	96.299606	February
5	1	3	1	1	2	594	189	14	12	96.618034	1,
5	1	3	1	1	3	621	189	34	13	96.628250	1985
2	1	4	0	0	0	81	257	324	36	-1	
3	1	4	1	0	0	81	257	324	36	-1	
4	1	4	1	1	0	81	257	324	17	-1	
5	1	4	1	1	1	81	257	24	10	51.207924	TO:
5	1	4	1	1	2	125	257	43	11	93.257248	Brown
5	1	4	1	1	3	177	259	9	9	93.219917	&
5	1	4	1	1	4	195	258	88	12	96.521507	Williamson
5	1	4	1	1	5	292	260	61	11	95.349998	Tobacco
5	1	4	1	1	6	364	260	41	14	95.704948	Corp.
4	1	4	1	2	0	81	279	246	14	-1	
5	1	4	1	2	1	81	279	24	10	95.682434	RE:
5	1	4	1	2	2	125	280	70	11	94.340675	Portland
5	1	4	1	2	3	204	281	52	11	96.885109	Brands
5	1	4	1	2	4	267	281	16	11	96.972137	in
5	1	4	1	2	5	292	282	35	11	96.690941	Test
2	1	5	0	0	0	18	302	683	635	-1	
3	1	5	1	0	0	18	302	683	635	-1	
4	1	5	1	1	0	186	302	142	15	-1	
5	1	5	1	1	1	186	303	27	10	89.840179	MRD
5	1	5	1	1	2	222	293	40	32	0.000000	#298
5	1	5	1	1	3	275	293	57	32	38.456707	235—-HP
4	1	5	1	2	0	231	315	130	32	-1	
5	1	5	1	2	1	231	320	75	14	0.000000	Hes-seo
5	1	5	1	2	2	313	315	48	32	11.799866	D4)
4	1	5	1	3	0	123	346	43	14	-1	
5	1	5	1	3	1	123	346	43	14	44.672161	Week:
4	1	5	1	4	0	143	374	405	19	-1	
5	1	5	1	4	1	143	374	42	16	68.707848	12/31
5	1	5	1	4	2	486	378	9	15	87.556740	$
5	1	5	1	4	3	505	381	43	11	94.328728	20.00
4	1	5	1	5	0	151	396	397	18	-1	
5	1	5	1	5	1	151	396	25	16	69.049637	vr
5	1	5	1	5	2	505	403	43	11	96.179382	20.00
4	1	5	1	6	0	151	418	397	19	-1	
5	1	5	1	6	1	151	418	35	16	28.784637	ik
5	1	5	1	6	2	505	426	43	11	93.602692	20.00
4	1	5	1	7	0	151	441	396	18	-1	
5	1	5	1	7	1	151	441	33	15	80.284485	Var
5	1	5	1	7	2	505	448	42	11	69.214333	20300
4	1	5	1	8	0	151	463	396	18	-1	
5	1	5	1	8	1	151	463	33	15	93.750031	1/28
5	1	5	1	8	2	505	471	42	10	44.978661	30300
4	1	5	1	9	0	462	480	98	39	-1	
5	1	5	1	9	1	462	480	98	39	71.978271	(100.00)
5	1	5	1	9	2	540	493	7	10	65.698563	D
4	1	5	1	10	0	611	536	32	31	-1	
5	1	5	1	10	1	611	536	32	31	75.735474	(A
4	1	5	1	11	0	195	618	506	60	-1	
5	1	5	1	11	1	195	627	88	39	4.483429	Aala
5	1	5	1	11	2	283	623	107	44	12.453247	Luff
5	1	5	1	11	3	525	638	29	20	58.542397	2G
5	1	5	1	11	4	566	618	65	60	77.006935	fot
5	1	5	1	11	5	638	632	11	36	0.000000	SB
5	1	5	1	11	6	652	644	49	12	0.000000	8a
4	1	5	1	12	0	231	667	185	20	-1	
5	1	5	1	12	1	231	667	110	20	6.365524	SGS-/2-
5	1	5	1	12	2	350	667	66	18	13.916138	FEF
4	1	5	1	13	0	264	697	165	23	-1	
5	1	5	1	13	1	264	697	165	23	20.173866	4/995-500-D
4	1	5	1	14	0	294	730	169	24	-1	
5	1	5	1	14	1	294	730	94	24	0.000000	adreks
5	1	5	1	14	2	399	734	64	18	58.331367	(GPS
4	1	5	1	15	0	23	838	13	18	-1	
5	1	5	1	15	1	23	838	13	18	71.197006	%
4	1	5	1	16	0	19	846	46	48	-1	
5	1	5	1	16	1	19	846	46	48	22.601456	Mss
4	1	5	1	17	0	18	888	620	49	-1	
5	1	5	1	17	1	18	900	4	12	39.332001	:
5	1	5	1	17	2	45	888	16	26	28.887894	¥
5	1	5	1	17	3	343	908	118	19	79.303894	670873499
5	1	5	1	17	4	538	908	22	29	0.000000	OS
5	1	5	1	17	5	563	908	75	29	0.000000	TRIBUTION
2	1	6	0	0	0	22	928	703	58	-1	
3	1	6	1	0	0	22	929	700	53	-1	
4	1	6	1	1	0	22	929	154	11	-1	
5	1	6	1	1	1	22	929	21	10	82.581558	600
5	1	6	1	1	2	48	930	23	9	59.705330	Reiste
5	1	6	1	1	3	106	933	5	6	81.387260	m
5	1	6	1	1	4	117	930	31	10	93.296745	Road
5	1	6	1	1	5	144	926	4	21	0.000000	:
5	1	6	1	1	6	152	930	24	10	96.791550	Suite
4	1	6	1	2	0	22	928	703	58	-1	
5	1	6	1	2	1	22	928	44	44	37.903790	sate
5	1	6	1	2	2	129	941	35	10	19.651176	i208"
5	1	6	1	2	3	167	931	36	20	77.091843	Phone
5	1	6	1	2	4	206	931	20	22	67.040474	(901
5	1	6	1	2	5	227	931	58	22	65.227814	484-6256
5	1	6	1	2	6	539	941	37	12	96.968719	DATA
5	1	6	1	2	7	651	931	74	55	19.260933	eS)
2	1	7	0	0	0	43	952	45	21	-1	
3	1	7	1	0	0	43	952	45	21	-1	
4	1	7	1	1	0	43	952	45	21	-1	
5	1	7	1	1	1	43	952	45	21	72.369858	Wit
