level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	762	1000	-1	
2	1	1	0	0	0	0	0	546	1	-1	
3	1	1	1	0	0	0	0	546	1	-1	
4	1	1	1	1	0	0	0	546	1	-1	
5	1	1	1	1	1	0	0	546	1	95.000000	 
2	1	2	0	0	0	14	68	29	76	-1	
3	1	2	1	0	0	14	68	29	76	-1	
4	1	2	1	1	0	14	68	29	76	-1	
5	1	2	1	1	1	14	68	29	76	95.000000	 
2	1	3	0	0	0	28	145	205	59	-1	
3	1	3	1	0	0	28	145	205	59	-1	
4	1	3	1	1	0	28	145	69	21	-1	
5	1	3	1	1	1	28	145	69	21	25.382782	LSE
4	1	3	1	2	0	65	192	168	12	-1	
5	1	3	1	2	1	65	192	18	11	83.886261	ASI
5	1	3	1	2	2	88	193	49	10	96.457718	MARKET
5	1	3	1	2	3	141	193	64	11	96.372208	RESEARCH,
5	1	3	1	2	4	209	193	24	10	80.420738	INC.
2	1	4	0	0	0	377	258	28	11	-1	
3	1	4	1	0	0	377	258	28	11	-1	
4	1	4	1	1	0	377	258	28	11	-1	
5	1	4	1	1	1	377	258	28	11	95.000000	 
2	1	5	0	0	0	10	281	50	108	-1	
3	1	5	1	0	0	10	281	50	108	-1	
4	1	5	1	1	0	10	281	50	108	-1	
5	1	5	1	1	1	10	281	50	108	95.000000	 
2	1	6	0	0	0	589	157	89	37	-1	
3	1	6	1	0	0	589	157	89	37	-1	
4	1	6	1	1	0	604	157	41	11	-1	
5	1	6	1	1	1	604	157	41	11	93.175240	02000,
4	1	6	1	2	0	589	175	89	19	-1	
5	1	6	1	2	1	589	176	48	18	29.902222	LG
2	1	7	0	0	0	488	161	14	23	-1	
3	1	7	1	0	0	488	161	14	23	-1	
4	1	7	1	1	0	488	161	14	23	-1	
5	1	7	1	1	1	488	161	14	23	51.585712	C
2	1	8	0	0	0	448	196	239	7	-1	
3	1	8	1	0	0	448	196	239	7	-1	
4	1	8	1	1	0	448	196	239	7	-1	
5	1	8	1	1	1	448	196	19	7	55.117722	768
5	1	8	1	1	2	474	196	32	7	75.744247	SUNSET
5	1	8	1	1	3	511	184	62	28	25.880478	BOULEVARD.
5	1	8	1	1	4	576	196	17	6	62.111324	LOS
5	1	8	1	1	5	597	196	44	6	28.464294	ANGLES.
5	1	8	1	1	6	646	196	12	6	66.132614	cA
5	1	8	1	1	7	662	196	25	7	0.000000	900e6
2	1	9	0	0	0	536	208	65	7	-1	
3	1	9	1	0	0	536	208	65	7	-1	
4	1	9	1	1	0	536	208	65	7	-1	
5	1	9	1	1	1	536	208	19	7	41.374454	1213)
5	1	9	1	1	2	562	208	39	6	49.061054	676.500
2	1	10	0	0	0	488	227	9	22	-1	
3	1	10	1	0	0	488	227	9	22	-1	
4	1	10	1	1	0	488	227	9	22	-1	
5	1	10	1	1	1	488	227	9	22	38.878895	\
2	1	11	0	0	0	598	237	110	120	-1	
3	1	11	1	0	0	598	237	110	120	-1	
4	1	11	1	1	0	598	237	110	120	-1	
5	1	11	1	1	1	598	237	110	120	95.000000	   
2	1	12	0	0	0	19	386	669	8	-1	
3	1	12	1	0	0	19	386	669	8	-1	
4	1	12	1	1	0	19	386	669	8	-1	
5	1	12	1	1	1	19	386	669	8	95.000000	 
2	1	13	0	0	0	19	389	669	2	-1	
3	1	13	1	0	0	19	389	669	2	-1	
4	1	13	1	1	0	19	389	669	2	-1	
5	1	13	1	1	1	19	389	669	2	95.000000	 
2	1	14	0	0	0	19	389	669	2	-1	
3	1	14	1	0	0	19	389	669	2	-1	
4	1	14	1	1	0	19	389	669	2	-1	
5	1	14	1	1	1	19	389	669	2	95.000000	 
2	1	15	0	0	0	19	389	669	2	-1	
3	1	15	1	0	0	19	389	669	2	-1	
4	1	15	1	1	0	19	389	669	2	-1	
5	1	15	1	1	1	19	389	669	2	95.000000	 
2	1	16	0	0	0	19	387	669	7	-1	
3	1	16	1	0	0	19	387	669	7	-1	
4	1	16	1	1	0	19	387	669	7	-1	
5	1	16	1	1	1	19	387	669	7	95.000000	 
2	1	17	0	0	0	227	632	16	18	-1	
3	1	17	1	0	0	227	632	16	18	-1	
4	1	17	1	1	0	227	632	16	18	-1	
5	1	17	1	1	1	227	632	16	18	95.000000	 
2	1	18	0	0	0	629	511	14	3	-1	
3	1	18	1	0	0	629	511	14	3	-1	
4	1	18	1	1	0	629	511	14	3	-1	
5	1	18	1	1	1	629	511	14	3	95.000000	 
2	1	19	0	0	0	620	563	13	22	-1	
3	1	19	1	0	0	620	563	13	22	-1	
4	1	19	1	1	0	620	563	13	22	-1	
5	1	19	1	1	1	620	563	13	22	95.000000	 
2	1	20	0	0	0	55	261	620	390	-1	
3	1	20	1	0	0	55	261	620	390	-1	
4	1	20	1	1	0	72	261	570	34	-1	
5	1	20	1	1	1	72	268	45	10	80.056259	CHARGE
5	1	20	1	1	2	123	268	14	10	82.953560	To:
5	1	20	1	1	3	331	272	10	23	15.155487	t
5	1	20	1	1	4	399	274	36	19	53.836460	eo?
5	1	20	1	1	5	505	268	44	10	66.497543	wvorce
5	1	20	1	1	6	556	268	14	9	71.351746	xo.
5	1	20	1	1	7	582	261	60	19	86.126808	25768
4	1	20	1	2	0	55	291	478	31	-1	
5	1	20	1	2	1	55	297	61	15	35.376694	as
5	1	20	1	2	2	367	299	12	13	42.532036	7
5	1	20	1	2	3	399	291	67	31	40.188732	gut
5	1	20	1	2	4	505	314	28	8	29.960670	ne
4	1	20	1	3	0	74	309	527	30	-1	
5	1	20	1	3	1	74	316	42	11	40.239315	Brow
5	1	20	1	3	2	124	317	9	10	92.755219	&
5	1	20	1	3	3	140	316	84	12	96.764832	Williamson
5	1	20	1	3	4	233	318	58	10	96.399574	Tobacco
5	1	20	1	3	5	301	319	21	10	94.890610	Co.
5	1	20	1	3	6	388	309	19	30	6.698868	wv
5	1	20	1	3	7	553	320	48	11	26.576065	6-16~7}
4	1	20	1	4	0	74	328	380	17	-1	
5	1	20	1	4	1	74	331	33	12	91.472542	1600
5	1	20	1	4	2	116	333	13	11	73.736183	W.
5	1	20	1	4	3	141	333	32	10	91.733757	Hill
5	1	20	1	4	4	183	334	22	10	92.859375	st.
5	1	20	1	4	5	416	328	38	17	64.998772	WRO-
4	1	20	1	5	0	74	348	216	15	-1	
5	1	20	1	5	1	74	348	89	14	65.056198	Louisville,
5	1	20	1	5	2	174	349	67	14	96.475716	Kentucky
5	1	20	1	5	3	250	349	40	12	96.402649	40201
4	1	20	1	6	0	505	357	170	27	-1	
5	1	20	1	6	1	505	357	39	27	84.423874	TERMS:
5	1	20	1	6	2	582	368	21	8	95.333260	NET
5	1	20	1	6	3	619	368	15	11	94.481293	10
5	1	20	1	6	4	644	368	31	14	91.308365	days
4	1	20	1	7	0	67	369	312	23	-1	
5	1	20	1	7	1	67	369	12	14	8.672775	Le
5	1	20	1	7	2	99	380	39	11	21.694115	deen!
5	1	20	1	7	3	149	381	33	9	36.112236	B.D.
5	1	20	1	7	4	200	382	30	10	25.879936	Lew
5	1	20	1	7	5	357	369	22	22	28.806267	iS
4	1	20	1	8	0	192	400	286	13	-1	
5	1	20	1	8	1	192	400	71	13	93.444145	(ORIGINAL
5	1	20	1	8	2	272	402	75	9	95.917793	FORWARDED
5	1	20	1	8	3	355	402	17	9	72.214119	TO
5	1	20	1	8	4	381	402	41	10	93.141541	ALICE
5	1	20	1	8	5	431	402	47	11	92.165466	FOUST,
4	1	20	1	9	0	197	414	266	13	-1	
5	1	20	1	9	1	197	416	58	10	93.545525	GENERAL
5	1	20	1	9	2	264	416	88	11	93.422455	ACCOUNTING,
5	1	20	1	9	3	365	414	55	13	69.192032	7/5/78)
5	1	20	1	9	4	432	418	31	8	36.238060	SW.
4	1	20	1	10	0	191	428	292	8	-1	
5	1	20	1	10	1	187	411	67	32	0.000000	SERBEAL
5	1	20	1	10	2	261	411	36	32	6.985138	ACO
5	1	20	1	10	3	299	411	30	32	0.000000	UMTT
5	1	20	1	10	4	333	411	14	32	5.453072	NG
5	1	20	1	10	5	360	411	62	32	4.858444	7/5018)
5	1	20	1	10	6	429	411	57	32	13.784828	Sev
4	1	20	1	11	0	215	444	436	15	-1	
5	1	20	1	11	1	215	444	25	11	96.241211	ASI
5	1	20	1	11	2	250	445	41	10	89.578087	PRINT
5	1	20	1	11	3	300	445	32	11	93.123055	TEST
5	1	20	1	11	4	343	450	5	3	93.123055	-
5	1	20	1	11	5	358	446	58	10	95.540161	RALEIGH
5	1	20	1	11	6	425	446	49	11	96.369110	LIGHTS
5	1	20	1	11	7	601	447	50	12	32.155930	PO529T
4	1	20	1	12	0	241	475	418	15	-1	
5	1	20	1	12	1	241	475	34	12	67.748764	“Aro
5	1	20	1	12	2	283	476	74	12	83.173904	Wrestler"
5	1	20	1	12	3	602	479	57	11	95.962875	6320.00
4	1	20	1	13	0	242	491	417	16	-1	
5	1	20	1	13	1	242	491	82	16	66.979263	"Telephone
5	1	20	1	13	2	333	492	41	12	51.920006	Book"*
5	1	20	1	13	3	602	495	57	11	36.624001	6320.00
4	1	20	1	14	0	175	505	484	34	-1	
5	1	20	1	14	1	171	501	74	42	17.122307	EBA
5	1	20	1	14	2	255	506	63	22	0.000000	hwo
5	1	20	1	14	3	346	501	49	42	43.942375	(oho
5	1	20	1	14	4	412	514	44	2	40.828022	Lo
5	1	20	1	14	5	500	526	42	11	19.535324	Tora
5	1	20	1	14	6	585	526	74	13	19.941635	_—_|s12640.00
4	1	20	1	15	0	175	522	462	36	-1	
5	1	20	1	15	1	175	534	60	15	0.000000	SYS
5	1	20	1	15	2	242	537	37	12	0.000000	VO-
5	1	20	1	15	3	291	536	62	16	10.893738	B23
5	1	20	1	15	4	446	522	29	36	31.914024	oO
5	1	20	1	15	5	630	541	7	10	0.000000	y
4	1	20	1	16	0	173	555	247	18	-1	
5	1	20	1	16	1	173	558	56	12	39.881218	ODP
5	1	20	1	16	2	239	557	52	15	7.628998	PSF
5	1	20	1	16	3	418	563	2	7	61.828575	\
4	1	20	1	17	0	163	577	256	35	-1	
5	1	20	1	17	1	163	578	67	34	35.829292	Goes
5	1	20	1	17	2	251	581	34	17	27.946396	FP
5	1	20	1	17	3	418	577	1	19	0.000000	!
4	1	20	1	18	0	214	604	197	13	-1	
5	1	20	1	18	1	214	604	42	11	80.007248	B&W
5	1	20	1	18	2	265	604	58	13	92.764534	Project
5	1	20	1	18	3	331	604	8	12	92.764534	#
5	1	20	1	18	4	350	605	40	11	83.427994	78-84
5	1	20	1	18	5	408	604	3	3	76.765366	*
4	1	20	1	19	0	171	618	102	18	-1	
5	1	20	1	19	1	171	618	16	18	5.018044	ff
5	1	20	1	19	2	216	620	57	11	0.000000	Ph-7249
4	1	20	1	20	0	180	636	352	15	-1	
5	1	20	1	20	1	180	641	2	3	0.000000	/
5	1	20	1	20	2	215	636	38	14	0.000000	L.A.,
5	1	20	1	20	3	265	636	47	13	71.019119	PRil.,
5	1	20	1	20	4	324	637	47	13	57.445198	Pite,,
5	1	20	1	20	5	382	637	49	13	93.075638	Miami,
5	1	20	1	20	6	441	638	38	13	73.218170	N.O.,
5	1	20	1	20	7	491	638	41	10	13.595314	Omaha
2	1	21	0	0	0	153	392	3	291	-1	
3	1	21	1	0	0	153	392	3	291	-1	
4	1	21	1	1	0	153	392	3	291	-1	
5	1	21	1	1	1	153	392	3	291	95.000000	 
2	1	22	0	0	0	695	612	23	44	-1	
3	1	22	1	0	0	695	612	23	44	-1	
4	1	22	1	1	0	695	612	23	44	-1	
5	1	22	1	1	1	695	612	23	44	95.000000	 
2	1	23	0	0	0	20	680	668	2	-1	
3	1	23	1	0	0	20	680	668	2	-1	
4	1	23	1	1	0	20	680	668	2	-1	
5	1	23	1	1	1	20	680	668	2	95.000000	 
2	1	24	0	0	0	3	394	143	300	-1	
3	1	24	1	0	0	3	394	143	300	-1	
4	1	24	1	1	0	3	394	143	300	-1	
5	1	24	1	1	1	3	394	143	300	95.000000	 
2	1	25	0	0	0	273	709	167	18	-1	
3	1	25	1	0	0	273	709	167	18	-1	
4	1	25	1	1	0	273	709	167	18	-1	
5	1	25	1	1	1	273	709	19	17	37.675926	a.
5	1	25	1	1	2	434	725	6	2	43.190849	2
2	1	26	0	0	0	173	686	363	9	-1	
3	1	26	1	0	0	173	686	363	9	-1	
4	1	26	1	1	0	173	686	363	9	-1	
5	1	26	1	1	1	173	686	50	8	52.502838	ADDRESS
5	1	26	1	1	2	229	686	21	8	85.356194	ALL
5	1	26	1	1	3	255	686	102	8	75.102402	CORRESPONDENCE
5	1	26	1	1	4	363	686	14	8	95.967216	TO
5	1	26	1	1	5	384	686	19	8	95.967216	LOS
5	1	26	1	1	6	409	686	53	9	94.426056	ANGELES,
5	1	26	1	1	7	468	686	68	8	71.710159	CALIFORNIA
2	1	27	0	0	0	306	724	339	2	-1	
3	1	27	1	0	0	306	724	339	2	-1	
4	1	27	1	1	0	306	724	339	2	-1	
5	1	27	1	1	1	306	724	339	2	95.000000	 
2	1	28	0	0	0	22	730	16	10	-1	
3	1	28	1	0	0	22	730	16	10	-1	
4	1	28	1	1	0	22	730	16	10	-1	
5	1	28	1	1	1	22	730	16	10	95.000000	 
2	1	29	0	0	0	0	481	2	410	-1	
3	1	29	1	0	0	0	481	2	410	-1	
4	1	29	1	1	0	0	481	2	410	-1	
5	1	29	1	1	1	0	481	2	410	95.000000	 
2	1	30	0	0	0	10	757	234	167	-1	
3	1	30	1	0	0	10	757	234	167	-1	
4	1	30	1	1	0	10	757	234	167	-1	
5	1	30	1	1	1	10	757	234	167	95.000000	 
2	1	31	0	0	0	616	744	33	112	-1	
3	1	31	1	0	0	616	744	33	112	-1	
4	1	31	1	1	0	616	744	17	112	-1	
5	1	31	1	1	1	616	744	17	112	0.000000	vSPTS2029
4	1	31	1	2	0	640	797	9	8	-1	
5	1	31	1	2	1	640	797	9	8	0.000000	s
2	1	32	0	0	0	5	917	695	5	-1	
3	1	32	1	0	0	5	917	695	5	-1	
4	1	32	1	1	0	5	917	695	5	-1	
5	1	32	1	1	1	5	917	695	5	95.000000	 
2	1	33	0	0	0	98	929	449	2	-1	
3	1	33	1	0	0	98	929	449	2	-1	
4	1	33	1	1	0	98	929	449	2	-1	
5	1	33	1	1	1	98	929	449	2	95.000000	 
2	1	34	0	0	0	712	4	3	675	-1	
3	1	34	1	0	0	712	4	3	675	-1	
4	1	34	1	1	0	712	4	3	675	-1	
5	1	34	1	1	1	712	4	3	675	95.000000	 
