level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	762	1000	-1	
2	1	1	0	0	0	222	219	217	53	-1	
3	1	1	1	0	0	222	219	217	53	-1	
4	1	1	1	1	0	222	219	217	18	-1	
5	1	1	1	1	1	222	219	29	15	96.039322	AD
5	1	1	1	1	2	267	220	53	16	90.615723	STAT
5	1	1	1	1	3	335	221	104	16	0.000000	COMPAN.
4	1	1	1	2	0	238	243	132	14	-1	
5	1	1	1	2	1	238	243	71	13	0.000000	666
5	1	1	1	2	2	316	248	26	8	93.063393	FIFTH
5	1	1	1	2	3	349	248	21	9	78.580276	AVE,
4	1	1	1	3	0	264	262	133	10	-1	
5	1	1	1	3	1	264	262	25	10	96.275223	NEW
5	1	1	1	3	2	296	263	31	9	81.678177	YORK.
5	1	1	1	3	3	336	263	8	9	43.558716	N.
5	1	1	1	3	4	353	263	9	9	60.607086	¥.
5	1	1	1	3	5	369	263	28	9	88.577194	10019
2	1	2	0	0	0	295	279	68	8	-1	
3	1	2	1	0	0	295	279	68	8	-1	
4	1	2	1	1	0	295	279	68	8	-1	
5	1	2	1	1	1	295	280	33	7	0.000000	user
5	1	2	1	1	2	333	279	30	8	50.228252	26080
2	1	3	0	0	0	234	443	183	5	-1	
3	1	3	1	0	0	234	443	183	5	-1	
4	1	3	1	1	0	234	443	183	5	-1	
5	1	3	1	1	1	234	443	183	5	95.000000	 
2	1	4	0	0	0	182	458	289	6	-1	
3	1	4	1	0	0	182	458	289	6	-1	
4	1	4	1	1	0	182	458	289	6	-1	
5	1	4	1	1	1	182	458	289	6	95.000000	 
2	1	5	0	0	0	241	388	4	101	-1	
3	1	5	1	0	0	241	388	4	101	-1	
4	1	5	1	1	0	241	388	4	101	-1	
5	1	5	1	1	1	241	388	4	101	95.000000	 
2	1	6	0	0	0	218	401	2	85	-1	
3	1	6	1	0	0	218	401	2	85	-1	
4	1	6	1	1	0	218	401	2	85	-1	
5	1	6	1	1	1	218	401	2	85	95.000000	 
2	1	7	0	0	0	265	429	2	60	-1	
3	1	7	1	0	0	265	429	2	60	-1	
4	1	7	1	1	0	265	429	2	60	-1	
5	1	7	1	1	1	265	429	2	60	95.000000	 
2	1	8	0	0	0	449	419	2	110	-1	
3	1	8	1	0	0	449	419	2	110	-1	
4	1	8	1	1	0	449	419	2	110	-1	
5	1	8	1	1	1	449	419	2	110	95.000000	 
2	1	9	0	0	0	415	411	5	162	-1	
3	1	9	1	0	0	415	411	5	162	-1	
4	1	9	1	1	0	415	411	5	162	-1	
5	1	9	1	1	1	415	411	5	162	95.000000	 
2	1	10	0	0	0	179	564	344	4	-1	
3	1	10	1	0	0	179	564	344	4	-1	
4	1	10	1	1	0	179	564	344	4	-1	
5	1	10	1	1	1	179	564	344	4	95.000000	 
2	1	11	0	0	0	0	0	684	972	-1	
3	1	11	1	0	0	0	0	684	972	-1	
4	1	11	1	1	0	0	0	684	972	-1	
5	1	11	1	1	1	0	0	684	972	95.000000	 
