level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	780	1000	-1	
2	1	1	0	0	0	0	21	89	60	-1	
3	1	1	1	0	0	0	21	89	60	-1	
4	1	1	1	1	0	0	21	89	60	-1	
5	1	1	1	1	1	0	21	89	60	95.000000	 
2	1	2	0	0	0	244	26	31	30	-1	
3	1	2	1	0	0	244	26	31	30	-1	
4	1	2	1	1	0	244	26	31	30	-1	
5	1	2	1	1	1	244	26	31	30	95.000000	 
2	1	3	0	0	0	168	208	131	41	-1	
3	1	3	1	0	0	168	208	131	41	-1	
4	1	3	1	1	0	187	208	95	18	-1	
5	1	3	1	1	1	187	208	95	18	93.416962	TOBACCO
4	1	3	1	2	0	168	230	131	19	-1	
5	1	3	1	2	1	168	230	131	19	96.086723	MERCHANTS
2	1	4	0	0	0	86	253	400	49	-1	
3	1	4	1	0	0	86	253	400	49	-1	
4	1	4	1	1	0	164	253	139	19	-1	
5	1	4	1	1	1	164	253	139	19	96.012749	ASSOCIATION
4	1	4	1	2	0	86	258	400	44	-1	
5	1	4	1	2	1	86	258	87	44	13.270935	<Q
5	1	4	1	2	2	177	277	26	17	33.661911	or
5	1	4	1	2	3	208	277	140	17	0.000000	besser
5	1	4	1	2	4	372	277	48	21	0.000000	near
5	1	4	1	2	5	434	278	52	7	33.472908	me
2	1	5	0	0	0	123	335	594	40	-1	
3	1	5	1	0	0	123	335	594	40	-1	
4	1	5	1	1	0	123	335	594	40	-1	
5	1	5	1	1	1	123	335	594	40	95.000000	 
2	1	6	0	0	0	373	484	327	23	-1	
3	1	6	1	0	0	373	484	327	23	-1	
4	1	6	1	1	0	373	484	327	23	-1	
5	1	6	1	1	1	373	484	327	23	95.000000	 
2	1	7	0	0	0	101	474	599	42	-1	
3	1	7	1	0	0	101	474	599	42	-1	
4	1	7	1	1	0	101	474	599	42	-1	
5	1	7	1	1	1	101	474	599	42	95.000000	 
2	1	8	0	0	0	249	492	37	6	-1	
3	1	8	1	0	0	249	492	37	6	-1	
4	1	8	1	1	0	249	492	37	6	-1	
5	1	8	1	1	1	249	492	37	6	95.000000	 
2	1	9	0	0	0	151	541	320	22	-1	
3	1	9	1	0	0	151	541	320	22	-1	
4	1	9	1	1	0	151	541	320	22	-1	
5	1	9	1	1	1	151	541	320	22	95.000000	 
2	1	10	0	0	0	99	384	617	258	-1	
3	1	10	1	0	0	99	384	617	258	-1	
4	1	10	1	1	0	518	384	198	14	-1	
5	1	10	1	1	1	518	384	198	14	24.440041	December
5	1	10	1	1	2	604	374	22	31	69.758972	21,
5	1	10	1	1	3	630	374	32	31	56.603199	1971
4	1	10	1	2	0	101	414	280	12	-1	
5	1	10	1	2	1	101	414	35	10	91.628769	Brwon
5	1	10	1	2	2	145	414	5	10	87.035812	&
5	1	10	1	2	3	159	414	74	10	94.888596	Williamson
5	1	10	1	2	4	240	414	51	10	95.801262	Tobacco
5	1	10	1	2	5	300	414	81	12	96.851128	Corporation
4	1	10	1	3	0	101	429	153	10	-1	
5	1	10	1	3	1	101	429	27	9	91.007179	1600
5	1	10	1	3	2	137	429	28	10	96.691650	West
5	1	10	1	3	3	174	429	28	9	76.948410	Hill
5	1	10	1	3	4	212	429	42	9	93.480431	Street
4	1	10	1	4	0	101	443	197	13	-1	
