level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	762	1000	-1	
2	1	1	0	0	0	211	1	447	6	-1	
3	1	1	1	0	0	211	1	447	6	-1	
4	1	1	1	1	0	211	1	447	6	-1	
5	1	1	1	1	1	211	1	447	6	95.000000	 
2	1	2	0	0	0	11	6	113	39	-1	
3	1	2	1	0	0	11	6	113	39	-1	
4	1	2	1	1	0	11	6	113	39	-1	
5	1	2	1	1	1	11	6	113	39	95.000000	   
2	1	3	0	0	0	240	17	251	52	-1	
3	1	3	1	0	0	240	17	251	52	-1	
4	1	3	1	1	0	351	17	140	35	-1	
5	1	3	1	1	1	351	17	140	35	95.000000	   
4	1	3	1	2	0	305	52	186	10	-1	
5	1	3	1	2	1	305	52	186	10	95.000000	  
4	1	3	1	3	0	240	62	251	7	-1	
5	1	3	1	3	1	240	62	251	7	95.000000	 
2	1	4	0	0	0	517	40	59	27	-1	
3	1	4	1	0	0	517	40	59	27	-1	
4	1	4	1	1	0	517	40	59	10	-1	
5	1	4	1	1	1	517	40	59	10	89.120834	coleman
4	1	4	1	2	0	517	56	42	11	-1	
5	1	4	1	2	1	517	56	42	11	86.848541	casey
2	1	5	0	0	0	491	42	15	23	-1	
3	1	5	1	0	0	491	42	15	23	-1	
4	1	5	1	1	0	491	42	14	9	-1	
5	1	5	1	1	1	491	42	14	9	41.288612	Tr.
4	1	5	1	2	0	491	56	15	9	-1	
5	1	5	1	2	1	491	56	15	9	20.485641	E.
2	1	6	0	0	0	37	65	333	6	-1	
3	1	6	1	0	0	37	65	333	6	-1	
4	1	6	1	1	0	37	65	333	6	-1	
5	1	6	1	1	1	37	65	333	6	95.000000	 
2	1	7	0	0	0	48	72	56	10	-1	
3	1	7	1	0	0	48	72	56	10	-1	
4	1	7	1	1	0	48	72	56	10	-1	
5	1	7	1	1	1	48	72	37	7	24.497498	BICLING
2	1	8	0	0	0	104	69	1	16	-1	
3	1	8	1	0	0	104	69	1	16	-1	
4	1	8	1	1	0	104	69	1	16	-1	
5	1	8	1	1	1	104	69	1	16	95.000000	 
2	1	9	0	0	0	105	75	122	8	-1	
3	1	9	1	0	0	105	75	122	8	-1	
4	1	9	1	1	0	105	75	122	8	-1	
5	1	9	1	1	1	105	75	122	8	95.000000	 
2	1	10	0	0	0	105	73	134	10	-1	
3	1	10	1	0	0	105	73	134	10	-1	
4	1	10	1	1	0	105	73	134	10	-1	
5	1	10	1	1	1	105	73	60	7	0.000000	STRUCTIONS
5	1	10	1	1	2	161	62	6	28	35.080460	—
5	1	10	1	1	3	171	75	6	5	0.000000	wai
5	1	10	1	1	4	186	75	53	8	45.788811	VoUR
5	1	10	1	1	5	229	62	15	28	39.673611	Ii
2	1	11	0	0	0	37	68	2	93	-1	
3	1	11	1	0	0	37	68	2	93	-1	
4	1	11	1	1	0	37	68	2	93	-1	
5	1	11	1	1	1	37	68	2	93	95.000000	 
2	1	12	0	0	0	48	69	443	49	-1	
3	1	12	1	0	0	48	69	443	49	-1	
4	1	12	1	1	0	240	69	251	8	-1	
5	1	12	1	1	1	240	69	251	8	95.000000	 
4	1	12	1	2	0	104	77	387	10	-1	
5	1	12	1	2	1	104	77	387	10	95.000000	  
4	1	12	1	3	0	48	87	443	16	-1	
5	1	12	1	3	1	48	87	443	16	95.000000	   
4	1	12	1	4	0	351	103	96	15	-1	
5	1	12	1	4	1	351	103	96	15	95.000000	  
2	1	13	0	0	0	492	68	95	14	-1	
3	1	13	1	0	0	492	68	95	14	-1	
4	1	13	1	1	0	492	68	95	14	-1	
5	1	13	1	1	1	492	71	15	11	26.236450	J.
5	1	13	1	1	2	518	68	69	11	20.329750	leksure-»
2	1	14	0	0	0	594	98	3	5	-1	
3	1	14	1	0	0	594	98	3	5	-1	
4	1	14	1	1	0	594	98	3	5	-1	
5	1	14	1	1	1	594	98	3	5	95.000000	 
2	1	15	0	0	0	590	127	21	9	-1	
3	1	15	1	0	0	590	127	21	9	-1	
4	1	15	1	1	0	590	127	21	9	-1	
5	1	15	1	1	1	590	127	21	9	95.000000	 
2	1	16	0	0	0	37	157	360	7	-1	
3	1	16	1	0	0	37	157	360	7	-1	
4	1	16	1	1	0	37	157	360	7	-1	
5	1	16	1	1	1	37	157	360	7	95.000000	 
2	1	17	0	0	0	655	0	12	9	-1	
3	1	17	1	0	0	655	0	12	9	-1	
4	1	17	1	1	0	655	0	12	9	-1	
5	1	17	1	1	1	655	0	12	9	95.000000	 
2	1	18	0	0	0	562	15	77	10	-1	
3	1	18	1	0	0	562	15	77	10	-1	
4	1	18	1	1	0	562	15	77	10	-1	
5	1	18	1	1	1	562	15	39	10	93.838715	EXTRA
5	1	18	1	1	2	608	15	31	9	93.838715	COPY
2	1	19	0	0	0	61	162	650	8	-1	
3	1	19	1	0	0	61	162	650	8	-1	
4	1	19	1	1	0	61	162	650	8	-1	
5	1	19	1	1	1	61	162	650	8	95.000000	 
2	1	20	0	0	0	47	113	203	80	-1	
3	1	20	1	0	0	47	113	203	80	-1	
4	1	20	1	1	0	47	113	203	80	-1	
5	1	20	1	1	1	47	113	203	80	95.000000	 
2	1	21	0	0	0	395	78	4	190	-1	
3	1	21	1	0	0	395	78	4	190	-1	
4	1	21	1	1	0	395	78	4	190	-1	
5	1	21	1	1	1	395	78	4	190	95.000000	 
2	1	22	0	0	0	709	167	3	100	-1	
3	1	22	1	0	0	709	167	3	100	-1	
4	1	22	1	1	0	709	167	3	100	-1	
5	1	22	1	1	1	709	167	3	100	95.000000	 
2	1	23	0	0	0	112	264	600	4	-1	
3	1	23	1	0	0	112	264	600	4	-1	
4	1	23	1	1	0	112	264	600	4	-1	
5	1	23	1	1	1	112	264	600	4	95.000000	 
2	1	24	0	0	0	8	309	704	8	-1	
3	1	24	1	0	0	8	309	704	8	-1	
4	1	24	1	1	0	8	309	704	8	-1	
5	1	24	1	1	1	8	309	704	8	95.000000	 
2	1	25	0	0	0	10	336	689	8	-1	
3	1	25	1	0	0	10	336	689	8	-1	
4	1	25	1	1	0	10	336	689	8	-1	
5	1	25	1	1	1	10	336	689	8	95.000000	 
2	1	26	0	0	0	18	338	28	13	-1	
3	1	26	1	0	0	18	338	28	13	-1	
4	1	26	1	1	0	18	338	28	13	-1	
5	1	26	1	1	1	18	338	28	13	95.000000	 
2	1	27	0	0	0	377	335	47	17	-1	
3	1	27	1	0	0	377	335	47	17	-1	
4	1	27	1	1	0	377	335	47	17	-1	
5	1	27	1	1	1	377	335	47	17	95.000000	 
2	1	28	0	0	0	383	313	1	55	-1	
3	1	28	1	0	0	383	313	1	55	-1	
4	1	28	1	1	0	383	313	1	55	-1	
5	1	28	1	1	1	383	313	1	55	95.000000	 
2	1	29	0	0	0	10	363	701	8	-1	
3	1	29	1	0	0	10	363	701	8	-1	
4	1	29	1	1	0	10	363	701	8	-1	
5	1	29	1	1	1	10	363	701	8	95.000000	 
2	1	30	0	0	0	8	388	374	3	-1	
3	1	30	1	0	0	8	388	374	3	-1	
4	1	30	1	1	0	8	388	374	3	-1	
5	1	30	1	1	1	8	388	374	3	95.000000	 
2	1	31	0	0	0	214	436	22	9	-1	
3	1	31	1	0	0	214	436	22	9	-1	
4	1	31	1	1	0	214	436	22	9	-1	
5	1	31	1	1	1	214	436	22	9	95.000000	 
2	1	32	0	0	0	382	388	231	3	-1	
3	1	32	1	0	0	382	388	231	3	-1	
4	1	32	1	1	0	382	388	231	3	-1	
5	1	32	1	1	1	382	388	231	3	95.000000	 
2	1	33	0	0	0	179	766	435	6	-1	
3	1	33	1	0	0	179	766	435	6	-1	
4	1	33	1	1	0	179	766	435	6	-1	
5	1	33	1	1	1	179	766	435	6	95.000000	 
2	1	34	0	0	0	7	74	689	718	-1	
3	1	34	1	0	0	7	74	689	716	-1	
4	1	34	1	1	0	44	74	619	34	-1	
5	1	34	1	1	1	44	75	36	33	33.609329	Sp
5	1	34	1	1	2	121	75	110	33	0.000000	erecta
5	1	34	1	1	3	491	85	15	8	31.163879	Fi
5	1	34	1	1	4	518	74	145	28	74.362144	paoluccio,
5	1	34	1	1	5	631	70	36	36	18.510010	>>
4	1	34	1	2	0	47	92	534	17	-1	
5	1	34	1	2	1	47	94	10	10	12.837250	Oi
5	1	34	1	2	2	65	94	68	15	0.000000	eteatiwent
5	1	34	1	2	3	139	90	54	29	0.000000	aTienvion
5	1	34	1	2	4	197	95	21	14	2.276779	OF
5	1	34	1	2	5	448	88	22	33	0.000000	On
5	1	34	1	2	6	475	88	34	33	0.000000	CHASE
5	1	34	1	2	7	514	88	69	33	10.990372	OROERNG'I
4	1	34	1	3	0	131	100	524	20	-1	
5	1	34	1	3	1	131	107	2	2	0.000000	e
5	1	34	1	3	2	447	108	61	10	92.793304	PURCHASE
5	1	34	1	3	3	513	108	39	9	75.355049	ORDER
5	1	34	1	3	4	557	100	37	17	26.418549	NOL
5	1	34	1	3	5	623	110	32	10	37.852169	1797
4	1	34	1	4	0	446	126	143	12	-1	
5	1	34	1	4	1	446	126	32	8	84.927444	DATE
5	1	34	1	4	2	500	128	32	9	77.273506	gan,
5	1	34	1	4	3	544	127	21	11	71.439209	iy,
5	1	34	1	4	4	578	126	11	10	18.525734	2°
4	1	34	1	5	0	446	143	50	9	-1	
