level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	776	1000	-1	
2	1	1	0	0	0	14	22	14	11	-1	
3	1	1	1	0	0	14	22	14	11	-1	
4	1	1	1	1	0	14	22	14	11	-1	
5	1	1	1	1	1	14	22	14	11	95.000000	 
2	1	2	0	0	0	45	110	28	23	-1	
3	1	2	1	0	0	45	110	28	23	-1	
4	1	2	1	1	0	45	110	28	23	-1	
5	1	2	1	1	1	45	110	28	23	95.000000	 
2	1	3	0	0	0	48	270	35	10	-1	
3	1	3	1	0	0	48	270	35	10	-1	
4	1	3	1	1	0	48	270	35	10	-1	
5	1	3	1	1	1	48	270	35	10	96.914520	FROM:
2	1	4	0	0	0	47	301	36	9	-1	
3	1	4	1	0	0	47	301	36	9	-1	
4	1	4	1	1	0	47	301	36	9	-1	
5	1	4	1	1	1	47	301	36	9	96.867249	DATE:
2	1	5	0	0	0	262	77	235	13	-1	
3	1	5	1	0	0	262	77	235	13	-1	
4	1	5	1	1	0	262	77	235	13	-1	
5	1	5	1	1	1	262	77	83	10	95.838745	DEVELOPMENT
5	1	5	1	1	2	353	78	45	9	95.680786	CENTER
5	1	5	1	1	3	406	78	31	9	95.680786	WORK
5	1	5	1	1	4	444	79	53	11	96.675377	REQUEST
2	1	6	0	0	0	155	120	417	12	-1	
3	1	6	1	0	0	155	120	417	12	-1	
4	1	6	1	1	0	155	120	417	12	-1	
5	1	6	1	1	1	155	120	30	12	92.281090	Judy
5	1	6	1	1	2	193	121	45	9	70.832008	Kremer
5	1	6	1	1	3	568	123	4	3	44.075005	.
2	1	7	0	0	0	155	135	13	25	-1	
3	1	7	1	0	0	155	135	13	25	-1	
4	1	7	1	1	0	155	135	13	10	-1	
5	1	7	1	1	1	155	135	13	10	31.630722	we
4	1	7	1	2	0	155	150	13	10	-1	
5	1	7	1	2	1	155	150	13	10	54.980156	a.
2	1	8	0	0	0	178	136	53	24	-1	
3	1	8	1	0	0	178	136	53	24	-1	
4	1	8	1	1	0	178	136	37	12	-1	
5	1	8	1	1	1	178	136	37	12	96.753410	Berry
4	1	8	1	2	0	178	151	53	9	-1	
5	1	8	1	2	1	178	151	53	9	95.888367	Pittman
