level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	762	1000	-1	
2	1	1	0	0	0	143	24	26	19	-1	
3	1	1	1	0	0	143	24	26	19	-1	
4	1	1	1	1	0	143	24	26	19	-1	
5	1	1	1	1	1	143	24	26	19	95.000000	  
2	1	2	0	0	0	70	23	18	6	-1	
3	1	2	1	0	0	70	23	18	6	-1	
4	1	2	1	1	0	70	23	18	6	-1	
5	1	2	1	1	1	70	23	18	6	95.000000	 
2	1	3	0	0	0	178	21	267	28	-1	
3	1	3	1	0	0	178	21	267	28	-1	
4	1	3	1	1	0	178	21	267	28	-1	
5	1	3	1	1	1	178	21	27	25	46.836281	an
5	1	3	1	1	2	433	26	12	23	58.491287	C
2	1	4	0	0	0	219	74	248	13	-1	
3	1	4	1	0	0	219	74	248	13	-1	
4	1	4	1	1	0	219	74	248	13	-1	
5	1	4	1	1	1	219	74	29	9	93.178314	THE
5	1	4	1	1	2	262	75	79	10	91.421074	TIDEROCK
5	1	4	1	1	3	355	77	112	10	81.836685	CORPORATION
2	1	5	0	0	0	490	161	136	14	-1	
3	1	5	1	0	0	490	161	136	14	-1	
4	1	5	1	1	0	490	161	136	14	-1	
5	1	5	1	1	1	490	167	24	7	67.353287	pare:
5	1	5	1	1	2	524	162	32	11	91.293549	Nov.
5	1	5	1	1	3	567	163	14	12	94.776588	1,
5	1	5	1	1	4	592	161	34	14	94.776588	1967
2	1	6	0	0	0	469	187	71	12	-1	
3	1	6	1	0	0	469	187	71	12	-1	
4	1	6	1	1	0	469	187	71	12	-1	
5	1	6	1	1	1	469	191	45	6	13.815346	wvore
5	1	6	1	1	2	514	178	3	28	28.217422	#
5	1	6	1	1	3	524	187	16	12	60.319695	18,
2	1	7	0	0	0	209	261	356	13	-1	
3	1	7	1	0	0	209	261	356	13	-1	
4	1	7	1	1	0	209	261	356	13	-1	
5	1	7	1	1	1	209	262	18	9	92.948074	TO:
5	1	7	1	1	2	241	261	42	10	32.565887	BRON
5	1	7	1	1	3	293	262	8	10	91.557327	&
5	1	7	1	1	4	309	262	85	11	5.778847	HILLIAMSON
5	1	7	1	1	5	404	263	58	10	95.721382	TOBACCO
5	1	7	1	1	6	472	264	93	10	94.060608	CORPORATION
2	1	8	0	0	0	241	273	179	31	-1	
3	1	8	1	0	0	241	273	179	31	-1	
4	1	8	1	1	0	241	273	179	14	-1	
5	1	8	1	1	1	241	273	34	12	82.847954	2600
5	1	8	1	1	2	284	276	34	10	93.040276	WEST
5	1	8	1	1	3	326	277	34	10	71.293655	HILL
5	1	8	1	1	4	369	277	51	10	65.337814	STRERT
4	1	8	1	2	0	241	289	125	15	-1	
5	1	8	1	2	1	241	289	91	14	80.653656	LOUISVILLE,
5	1	8	1	2	2	344	291	22	13	93.460365	Ky.
2	1	9	0	0	0	206	320	216	14	-1	
3	1	9	1	0	0	206	320	216	14	-1	
4	1	9	1	1	0	206	320	216	14	-1	
5	1	9	1	1	1	206	320	32	12	66.471779	ATT:
5	1	9	1	1	2	253	321	19	11	71.247162	MR.
5	1	9	1	1	3	283	321	33	10	15.632080	JOU
