level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	762	1000	-1	
2	1	1	0	0	0	55	0	317	2	-1	
3	1	1	1	0	0	55	0	317	2	-1	
4	1	1	1	1	0	55	0	317	2	-1	
5	1	1	1	1	1	55	0	317	2	95.000000	 
2	1	2	0	0	0	68	50	589	7	-1	
3	1	2	1	0	0	68	50	589	7	-1	
4	1	2	1	1	0	68	50	589	7	-1	
5	1	2	1	1	1	68	50	589	7	95.000000	 
2	1	3	0	0	0	27	64	630	14	-1	
3	1	3	1	0	0	27	64	630	14	-1	
4	1	3	1	1	0	27	64	630	14	-1	
5	1	3	1	1	1	27	68	2	4	0.000000	:
5	1	3	1	1	2	430	65	8	8	5.015221	(QUM
5	1	3	1	1	3	444	65	62	8	68.236542	Associates.
5	1	3	1	1	4	514	66	13	7	78.377960	Ine
5	1	3	1	1	5	585	64	72	14	96.403015	INVOICE
2	1	4	0	0	0	430	87	68	8	-1	
3	1	4	1	0	0	430	87	68	8	-1	
4	1	4	1	1	0	430	87	68	8	-1	
5	1	4	1	1	1	430	87	16	8	61.863411	4470
5	1	4	1	1	2	459	87	10	8	78.183693	Walt
5	1	4	1	1	3	473	87	25	8	78.183693	Steet
2	1	5	0	0	0	430	98	95	9	-1	
3	1	5	1	0	0	430	98	95	9	-1	
4	1	5	1	1	0	430	98	95	9	-1	
5	1	5	1	1	1	430	98	42	9	24.405548	Prnceron,
5	1	5	1	1	2	480	98	11	9	77.839882	NY
5	1	5	1	1	3	496	98	29	9	51.301453	08840.
2	1	6	0	0	0	430	110	61	8	-1	
3	1	6	1	0	0	430	110	61	8	-1	
4	1	6	1	1	0	430	110	61	8	-1	
5	1	6	1	1	1	430	110	61	8	63.646156	200-683-1177
2	1	7	0	0	0	430	210	65	64	-1	
3	1	7	1	0	0	430	210	63	36	-1	
4	1	7	1	1	0	444	210	49	8	-1	
5	1	7	1	1	1	444	210	32	8	49.570694	Imvcicg
5	1	7	1	1	2	481	210	12	8	82.315018	No,
4	1	7	1	2	0	430	223	63	9	-1	
5	1	7	1	2	1	430	223	25	9	32.289856	Cheat
5	1	7	1	2	2	459	223	15	8	56.672249	20
5	1	7	1	2	3	480	224	13	7	82.449867	No.
4	1	7	1	3	0	460	238	33	8	-1	
5	1	7	1	3	1	460	238	16	8	58.368202	eb
5	1	7	1	3	2	481	238	12	8	86.811005	No.
3	1	7	2	0	0	474	251	21	9	-1	
4	1	7	2	1	0	474	251	21	9	-1	
5	1	7	2	1	1	474	251	21	9	68.076752	Date
3	1	7	3	0	0	468	265	27	9	-1	
4	1	7	3	1	0	468	265	27	9	-1	
5	1	7	3	1	1	468	265	27	9	72.696213	Terms
2	1	8	0	0	0	96	213	237	40	-1	
3	1	8	1	0	0	96	213	237	40	-1	
4	1	8	1	1	0	96	213	237	13	-1	
5	1	8	1	1	1	96	214	25	10	84.880638	The
5	1	8	1	1	2	130	213	68	11	95.403198	American
5	1	8	1	1	3	207	215	58	9	96.058525	Tobacco
5	1	8	1	1	4	275	215	58	11	96.058525	Company
4	1	8	1	2	0	96	228	153	10	-1	
5	1	8	1	2	1	96	228	25	10	96.836960	Six
5	1	8	1	2	2	130	228	69	10	96.707680	Stamford
5	1	8	1	2	3	208	229	41	9	89.812836	Forum
4	1	8	1	3	0	96	242	152	11	-1	
5	1	8	1	3	1	96	242	74	11	96.123734	Stamford,
5	1	8	1	3	2	182	243	16	9	96.266861	CT
5	1	8	1	3	3	208	243	40	9	93.630676	06904
2	1	9	0	0	0	95	271	229	9	-1	
3	1	9	1	0	0	95	271	229	9	-1	
4	1	9	1	1	0	95	271	229	9	-1	
5	1	9	1	1	1	95	271	40	9	57.396400	Attn:
5	1	9	1	1	2	155	272	23	8	95.735802	Mr.
5	1	9	1	1	3	190	271	42	9	96.943886	Clark
5	1	9	1	1	4	241	271	83	9	95.558739	Sturdivant
2	1	10	0	0	0	521	215	40	9	-1	
3	1	10	1	0	0	521	215	40	9	-1	
4	1	10	1	1	0	521	215	40	9	-1	
5	1	10	1	1	1	521	215	40	9	71.665298	18775
2	1	11	0	0	0	520	243	141	40	-1	
3	1	11	1	0	0	520	243	141	40	-1	
4	1	11	1	1	0	521	243	66	11	-1	
5	1	11	1	1	1	521	243	66	11	42.021904	7SO9AM/A
4	1	11	1	2	0	520	256	141	13	-1	
5	1	11	1	2	1	520	256	67	13	95.990692	February
5	1	11	1	2	2	597	257	20	11	95.990692	28,
5	1	11	1	2	3	630	257	31	9	91.885040	1993
4	1	11	1	3	0	520	271	92	12	-1	
5	1	11	1	3	1	520	271	25	9	94.679916	Net
5	1	11	1	3	2	554	272	15	8	94.679916	30
5	1	11	1	3	3	579	271	33	12	82.283806	days
2	1	12	0	0	0	65	317	172	19	-1	
3	1	12	1	0	0	65	317	172	19	-1	
4	1	12	1	1	0	65	317	52	10	-1	
5	1	12	1	1	1	65	317	52	10	0.000000	Deseantion
4	1	12	1	2	0	130	327	107	9	-1	
5	1	12	1	2	1	130	327	51	9	92.991882	SUMMIT
5	1	12	1	2	2	190	327	47	9	74.822037	P.0.S.
2	1	13	0	0	0	130	396	89	12	-1	
